page,page_title,active_visitors
nlm.nih.gov/medlineplus/spanish/ency/article/000313.htm,Diabetes tipo 2: MedlinePlus enciclopedia mÃ©dica,11
nlm.nih.gov/medlineplus/spanish/ency/article/000888.htm,Enfermedad inflamatoria pÃ©lvica (EIP): MedlinePlus enciclopedia mÃ©dica,11
nlm.nih.gov/medlineplus/spanish/ency/article/001432.htm,Trastornos asociados con el vÃ©rtigo: MedlinePlus enciclopedia mÃ©dica,11
nlm.nih.gov/medlineplus/spanish/ency/article/002469.htm,Carbohidratos: MedlinePlus enciclopedia mÃ©dica,11
nlm.nih.gov/medlineplus/spanish/ency/article/003139.htm,Color anormal de la orina: MedlinePlus enciclopedia mÃ©dica,11
nlm.nih.gov/medlineplus/spanish/ency/article/003150.htm,PerÃ_odos menstruales dolorosos: MedlinePlus enciclopedia mÃ©dica,11
nlm.nih.gov/medlineplus/spanish/ency/article/007222.htm,Tumor cerebral primario en adultos: MedlinePlus enciclopedia mÃ©dica,11
nlm.nih.gov/medlineplus/spanish/ency/patientinstructions/000772.htm,Dosis del ibuprofeno para los niÃ±os: MedlinePlus enciclopedia mÃ©dica,11
nlm.nih.gov/medlineplus/spanish/gallbladderdiseases.html,Enfermedades de la vesÃ_cula biliar: MedlinePlus en espaÃ±ol,11
nlm.nih.gov/medlineplus/spanish/parkinsonsdisease.html,Enfermedad de Parkinson: MedlinePlus en espaÃ±ol,11
nps.gov/deva/index.htm,Death Valley National Park (U.S. National Park Service),11
nps.gov/yell/index.htm,Yellowstone National Park (U.S. National Park Service),11
nsopw.gov/en/search/printview,NSOPW Print View,11
oceanexplorer.noaa.gov/facts/plate-boundaries.html,What are the different types of plate tectonic boundaries?,11
oceanservice.noaa.gov/,NOAA's National Ocean Service,11
opm.gov/retirement-services/calculators/fegli-calculator/fegli-iframe/,Fegli iframe,11
osha.gov/dsg/hazcom/index.html,Hazard Communication,11
petitions.whitehouse.gov/petition/lift-sudan-sanctions-they-are-oppressing-poor-and-killing-innocent-people,"Lift Sudan Sanctions, They are Oppressing the Poor and Killing Innocent People | We the People: Your Voice in Our Government",11
portal.hud.gov/hudportal/hud?src=/program_offices/public_indian_housing/systems/pic,Inventory Management System (IMS)/ PIH Information Center (PIC) - HUD,11
rma.usda.gov/tools/,Information Browser,11
sba.gov/content/follow-these-steps-starting-business,The U.S. Small Business Administration,11
search.irs.gov/search?output=xml_no_dtd&proxystylesheet=irs_portals_frontend&client=irs_portals_frontend&oe=utf-8&ie=utf-8&num=10&ud=1&exclude_apps=1&site=default_collection&numgm=5&requiredfields=-archive:1,Search Results: 8962,11
selectionmanager.usastaffing.gov/account/login?returnurl=/,Selection Manager - Powered by USA Staffing,11
socialsecurity.gov/info/isba/otherways.htm,Other Ways To Apply For Benefits,11
socialsecurity.gov/myaccount/lp/landing-page-i3368-save.html,Manage Your Benefits With A my Social Security Account,11
spanish.caracas.usembassy.gov/es/visas/nonimmigrant-visas.html,"Visas de No-Inmigrante | Caracas, Venezuela - Embajada de los Estados Unidos",11
ssa.gov/disability/professionals/bluebook/1.00-musculoskeletal-adult.htm,1.00 Musculoskeletal System-Adult,11
ssa.gov/disabilityssi/apply-child.html,Apply for Disability Benefits - Child (Under Age 18),11
ssa.gov/planners/retire/anypiaapplet.html,Online Calculator,11
step.state.gov/step/,Smart Traveler Enrollment Program,11
studentaid.ed.gov/sa/types/loans/plus,PLUS Loans | Federal Student Aid,11
transportation.gov/,Department of Transportation,11
travel.state.gov/content/passports/en/country.html,Country Information,11
travel.state.gov/content/visas/en/immigrate/nvc/nvc-contact-information.html,NVC Contact Information,11
treasury.gov/about/organizational-structure/offices/pages/office-of-foreign-assets-control.aspx,Office of Foreign Assets Control (OFAC),11
tsa.gov/tsa-precheck/map,TSA Preâœ“Â® Airports and Airlines | Transportation Security Administration,11
uk.usembassy.gov/visas/tourism-visitor/how-to-apply/,How to Apply for a Tourism & Visitor Visa,11
usa.gov/credit-reports,Credit Reports and Scores | USA.gov,11
usajobs.gov/veterans,USAJOBS - Veterans,11
usastaffing.opm.gov/usastaffing/staffing/vacancy/vacancycasedocs.aspx,Case File Documents Page,11
uscis.gov/citizenship/see-all-section-items-title/civics questions and answers for the naturalization test/55254?destination=node/41140,Civics Questions and Answers for the Naturalization Test | USCIS,11
uscis.gov/fees,Filing Fees | USCIS,11
uscis.gov/g-1145,E-Notification of Application/Petition Acceptance | USCIS,11
uscis.gov/i-9-central/acceptable-documents,Acceptable Documents | USCIS,11
uscis.gov/i-9-central/acceptable-documents/list-documents/form-i-9-acceptable-documents,Form I-9 Acceptable Documents | USCIS,11
uscis.gov/n-565,Application for Replacement Naturalization/Citizenship Document | USCIS,11
uscis.gov/us-citizenship/citizenship-through-naturalization/guide-naturalization,A Guide to Naturalization | USCIS,11
uscis.gov/us-citizenship/citizenship-through-naturalization/path-us-citizenship,Path to U.S. Citizenship | USCIS,11
uscis.gov/working-united-states/temporary-workers/h-1b-specialty-occupations-and-fashion-models/h-1b-fiscal-year-fy-2016-cap-season,H-1B Fiscal Year (FY) 2016 Cap Season | USCIS,11
va.gov/jobs/,VA JOBS Home,11
vets.gov/gi-bill-comparison-tool,GI Bill Comparison Tool - Vets.gov,11
weather.gov/cle/,"Cleveland, OH",11
weather.gov/nerfc/snow,NERFC Snow Page,11
weather.gov/pbz/,"Pittsburgh, PA",11
weather.gov/rnk/,"Blacksburg, VA",11
wrh.noaa.gov/satellite/?wfo=rev,"National Weather Service - Reno, NV",11
wrh.noaa.gov/total_forecast/getprod.php?prod=xxxafdsgx&wfo=sgx,National Weather Service - NWS San Diego,11
www2.ed.gov/offices/osfap/directloan/calc.html,Direct Loansâ€”Calculators and Interest Rates,11
www2.ed.gov/programs/psp/applicant.html,Applicant Information -- U.S. Presidential Scholars Program,11
yosemite.epa.gov/opa/admpress.nsf/press releases from region 6!openview,U.S. EPA Newsroom - News Releases,11
ada.gov/2010adastandards_index.htm,2010 ADA Standards for Accessible Design,10
apps.irs.gov/app/picklist/list/formsinstructions.html?value=1040&criteria=formnumber&submitsearch=find,Forms and Instructions (PDF),10
apps.irs.gov/app/picklist/list/formspublications.html?value=schedule+b&criteria=formnumber&submitsearch=find,Forms and Publications (PDF),10
apps.irs.gov/app/scripts/exit.jsp?dest=http://www.esmarttax.com/freefederalfile.asp,IRS Disclaimer,10
apps.irs.gov/app/scripts/exit.jsp?dest=http://www.olt.com/main/oltfree/default.asp,IRS Disclaimer,10
apps.irs.gov/app/scripts/exit.jsp?dest=https://www.treasury.gov/tigta/contact_report_scam.shtml,IRS Disclaimer,10
apps.irs.gov/app/withholdingcalculator/index.jsp,2016 Withholding Calculator,10
askebsa.dol.gov/vfcpcalculator/webcalculator.aspx,VFCP Calculator - Lost Earnings,10
benefits.va.gov/homeloans/purchaseco_certificate.asp,Certificate of Eligibility - Home Loans,10
bhs.econ.census.gov/bhs/brds/index.html,Business R&D and Innovation Survey (BRDI-1S),10
bls.gov/ooh/education-training-and-library/high-school-teachers.htm,High School Teachers : Occupational Outlook Handbook: : U.S. Bureau of Labor Statistics,10
careers.state.gov/work/opportunities/vacancy-announcements/elo,English Language Officer - U.S. Department of State,10
catalog.usmint.gov/on/demandware.store/sites-usm-site/default/cosummary-submit,Checkout Confirmation - US Mint Catalog Online,10
cbp.gov/careers,Careers | U.S. Customs and Border Protection,10
cbp.gov/travel/us-citizens/automated-passport-control-apc,Automated Passport Control (APC) | U.S. Customs and Border Protection,10
cdc.gov/flu/about/disease/spread.htm,How Flu Spreads | Seasonal Influenza (Flu) | CDC,10
cdc.gov/flu/weekly/usmap.htm,Weekly US Map: Influenza Summary Update | Seasonal Influenza (Flu) | CDC,10
cdc.gov/lyme/,Lyme Disease | Lyme Disease | CDC,10
cdc.gov/mmwr/volumes/65/wr/mm6502e1.htm,"Interim Guidelines for Pregnant Women During a Zika Virus Outbreak â€” United States, 2016 | MMWR",10
cdc.gov/tobacco/campaign/tips/quit-smoking/,I'm Ready to Quit! | Quit Smoking | Tips From Former Smokers | CDC,10
cdc.gov/zika/hc-providers/index.html,For Health Care Providers | Zika virus | CDC,10
ceac.state.gov/genniv/common/import.aspx,Consular Electronic Application Center - Import File,10
ceac.state.gov/genniv/common/sessiontimedout.aspx?cul=es-mx,Consular Electronic Application Center - Session Timed Out,10
ceac.state.gov/genniv/general/review/review_reviewsecurity.aspx?node=reviewsecurity,Nonimmigrant Visa - Review Security Information,10
ceac.state.gov/ivapp/ivapp/complete/complete_family2.aspx?node=spouse,Immigrant Visa - Family Information: Spouse,10
cem.va.gov/burial_benefits/,Burial Benefits - National Cemetery Administration,10
census.gov/geo/maps-data/data/tiger-line.html,TIGER/LineÂ® - Geography - U.S. Census Bureau,10
cpsc.gov/en/recalls/,Recent Recalls | CPSC.gov,10
dol.gov/general/topic/workhours/full-time,Fulltime Employment | United States Department of Labor,10
dol.gov/oasam/boc/osdbu/sbrefa/poster/matrix.htm,U.S. Department of Labor -- OSDBU -- Poster Page,10
dol.gov/whd/state/meal.htm,"U.S. Department of Labor â€” Wage and Hour Division (WHD) â€” Minimum Length of Meal Period Required under State Law for Adult Employees in Private Sector1/ January 1, 2013",10
drugabuse.gov/publications/drugfacts/hallucinogens,DrugFacts: Hallucinogens | National Institute on Drug Abuse (NIDA),10
drugabuse.gov/publications/drugfacts/heroin,DrugFacts: Heroin | National Institute on Drug Abuse (NIDA),10
dsbs.sba.gov/dsbs/search/dsp_dsbs.cfm,SBA - Dynamic Small Business Search,10
earthobservatory.nasa.gov/iotd/,Image of the Day,10
earthobservatory.nasa.gov/naturalhazards/view.php?id=87524&src=nha,Cloud Streets Trace Cold Coastal Winds : Natural Hazards,10
eauth.va.gov/ebenefits/manage/documents,Access Your Documents and Records - eBenefits,10
eauth.va.gov/ebenefits/manage/status,Track Your Status - eBenefits,10
eclkc.ohs.acf.hhs.gov/hslc,Early Childhood Learning and Knowledge Center,10
egov.uscis.gov/casestatus/portfoliocustomerprocess.do,myUSCIS - My Cases,10
egov.uscis.gov/casestatus/timeout.do,myUSCIS,10
epa.gov/sites/production/files/widgets/lead-safe-certification.html,Protect Your Family. Look for the Logo. | US EPA,10
faa.gov/uas/legislative_programs/section_333/,Section 333,10
faq.ssa.gov/link/portal/34011/34019/article/3873/how-do-i-replace-a-social-security-card-for-a-child,How do I replace a Social Security card for a child?,10
fec.gov/,Federal Election Commission Home Page,10
forecast.weather.gov/mapclick.php,7-Day Forecast for Latitude 34.05Â°N and Longitude 118.25Â°W (Elev. 377 ft),10
forecast.weather.gov/mapclick.php,7-Day Forecast for Latitude 37.77Â°N and Longitude 122.41Â°W (Elev. 131 ft),10
forecast.weather.gov/mapclick.php,7-Day Forecast for Latitude 38.85Â°N and Longitude 104.76Â°W (Elev. 6237 ft),10
forecast.weather.gov/mapclick.php,7-Day Forecast for Latitude 39.08Â°N and Longitude 94.57Â°W (Elev. 994 ft),10
forecast.weather.gov/mapclick.php,7-Day Forecast for Latitude 39.17Â°N and Longitude 86.52Â°W (Elev. 794 ft),10
forecast.weather.gov/mapclick.php,7-Day Forecast for Latitude 39.77Â°N and Longitude 86.16Â°W (Elev. 728 ft),10
forecast.weather.gov/mapclick.php,7-Day Forecast for Latitude 39.78Â°N and Longitude 89.63Â°W (Elev. 600 ft),10
forecast.weather.gov/mapclick.php,7-Day Forecast for Latitude 40.82Â°N and Longitude 96.68Â°W (Elev. 1214 ft),10
forecast.weather.gov/mapclick.php,7-Day Forecast for Latitude 41.26Â°N and Longitude 96.02Â°W (Elev. 1155 ft),10
forecast.weather.gov/mapclick.php,7-Day Forecast for Latitude 43.07Â°N and Longitude 87.97Â°W (Elev. 715 ft),10
forecast.weather.gov/mapclick.php,7-Day Forecast for Latitude 46.79Â°N and Longitude 92.1Â°W,10
fsa.usda.gov/fsa/notices,Notices,10
ftc.gov/enforcement/rules/rulemaking-regulatory-reform-proceedings/fair-debt-collection-practices-act-text,Fair Debt Collection Practices Act | Federal Trade Commission,10
ftccomplaintassistant.gov/,Information - FTC Complaint Assistant,10
ftccomplaintassistant.gov/nextsteps,Next Steps - FTC Complaint Assistant,10
glovis.usgs.gov/,USGS Global Visualization Viewer,10
gsa.gov/portal/content/100715,Privately Owned Vehicle (POV) Mileage Reimbursement Rates,10
iris.custhelp.com/,Support Home Page,10
irs.gov/affordable-care-act/employers/information-reporting-by-applicable-large-employers,Information Reporting by Applicable Large Employers,10
irs.gov/businesses/small-businesses-&-self-employed/deducting-business-expenses,Deducting Business Expenses,10
irs.gov/businesses/small-businesses-&-self-employed/whats-new-estate-and-gift-tax,What's New - Estate and Gift Tax,10
irs.gov/charities-&-non-profits/annual-electronic-filing-requirement-for-small-exempt-organizations-form-990-n-e-postcard,Annual Electronic Filing Requirement for Small Exempt Organizations â€” Form 990-N (e-Postcard),10
irs.gov/help-&-resources/tools-&-faqs/faqs-for-individuals/frequently-asked-tax-questions-&-answers/irs-procedures/address-changes/address-changes,Address Changes,10
irs.gov/individuals/individual-taxpayer-identification-number-itin,Individual Taxpayer Identification Number (ITIN),10
irs.gov/individuals/the-identity-protection-pin-ip-pin,The Identity Protection PIN (IP PIN),10
irs.gov/publications/p17/ch20.html,"Publication 17 (2015), Your Federal Income Tax",10
irs.gov/publications/p590b/ch01.html,"Publication 590-B (2015), Distributions from Individual Retirement Arrangements (IRAs)",10
irs.gov/retirement-plans/ira-deduction-limits,IRA Deduction Limits,10
irs.gov/taxpayer-bill-of-rights,Taxpayer Bill of Rights,10
irs.gov/uac/about-publication-502,"Publication 502, Medical and Dental Expenses",10
irs.gov/uac/first-time-homebuyer-credit-1,First-Time Homebuyer Credit,10
"irs.gov/uac/form-1065,-u.s.-return-of-partnership-income","Form 1065, U.S. Return of Partnership Income",10
"irs.gov/uac/form-1099-int,-interest-income","Form 1099-INT, Interest Income",10
"irs.gov/uac/form-1099-s,-proceeds-from-real-estate-transactions","Form 1099-S, Proceeds From Real Estate Transactions",10
irs.gov/uac/more-hot-topics,More Hot Topics,10
locator.ice.gov/odls/searchbyname.do,Online Detainee Locator System,10
m.whitehouse.gov/contact/presidential-greetings-request,Request a Presidential Greeting | The White House,10
m.whitehouse.gov/scotus,The Supreme Court Nominations | The White House,10
my.uscis.gov/prep/test/civics,USCIS - Civics Test Introduction,10
myhealth.va.gov/mhv-portal-web/mhv.portal?_nfpb=true&_pagelabel=refillprescriptions&_windowlabel=activeprescription&activeprescription_actionoverride=/gov/va/med/mhv/rxrefill/portlet/resetviewlistaction&activeprescriptionpagenum=2,My HealtheVet,10
nasa.gov/centers/hq/home/index.html,Welcome to NASA Headquarters | NASA,10
nasa.gov/mission_pages/lro/news/apollo-sites.html,New Images Offer Sharper View of Apollo Sites | NASA,10
nasa.gov/topics/solarsystem/index.html,Solar System and Beyond | NASA,10
nhtsa.gov/vehicle+safety/recalls+&+defects,Recalls & Defects | National Highway Traffic Safety Administration (NHTSA),10
niddk.nih.gov/health-information/health-topics/diabetes/causes-diabetes/pages/index.aspx,Causes of Diabetes | National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),10
niddk.nih.gov/health-information/informacion-de-la-salud/enfermedades-digestivas/diarrea/pages/ez.aspx,Lo que usted debe saber sobre la diarrea | National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),10
nist.gov/,National Institute of Standards and Technology,10
nlm.nih.gov/medlineplus/ency/article/000587.htm,Thalassemia: MedlinePlus Medical Encyclopedia,10
nlm.nih.gov/medlineplus/ency/article/000816.htm,Autoimmune disorders: MedlinePlus Medical Encyclopedia,10
nlm.nih.gov/medlineplus/ency/article/003079.htm,Chest pain: MedlinePlus Medical Encyclopedia,10
nlm.nih.gov/medlineplus/ency/article/003104.htm,"Foot, leg, and ankle swelling: MedlinePlus Medical Encyclopedia",10
nlm.nih.gov/medlineplus/ency/article/003480.htm,Albumin - blood (serum) test: MedlinePlus Medical Encyclopedia,10
nlm.nih.gov/medlineplus/mplusdictionary.html,Medical Dictionary: MedlinePlus,10
nlm.nih.gov/medlineplus/spanish/druginfo/meds/a600045-es.html,Atorvastatina: MedlinePlus medicinas,10
nlm.nih.gov/medlineplus/spanish/druginfo/meds/a610019-es.html,Albendazol: MedlinePlus medicinas,10
nlm.nih.gov/medlineplus/spanish/druginfo/meds/a682579-es.html,Metocarbamol: MedlinePlus medicinas,10
nlm.nih.gov/medlineplus/spanish/druginfo/meds/a682793-es.html,Hidrocortisona tÃ_pica: MedlinePlus medicinas,10
nlm.nih.gov/medlineplus/spanish/druginfo/meds/a694007-es.html,Gabapentina: MedlinePlus medicinas,10
nlm.nih.gov/medlineplus/spanish/ency/article/000080.htm,Gripe: MedlinePlus enciclopedia mÃ©dica,10
nlm.nih.gov/medlineplus/spanish/ency/article/000145.htm,NeumonÃ_a en adultos (extrahospitalaria): MedlinePlus enciclopedia mÃ©dica,10
nlm.nih.gov/medlineplus/spanish/ency/article/000273.htm,CÃ¡lculos biliares: MedlinePlus enciclopedia mÃ©dica,10
nlm.nih.gov/medlineplus/spanish/ency/article/000278.htm,Hepatitis A: MedlinePlus enciclopedia mÃ©dica,10
nlm.nih.gov/medlineplus/spanish/ency/article/000638.htm,InfecciÃ_n aguda del oÃ_do: MedlinePlus enciclopedia mÃ©dica,10
nlm.nih.gov/medlineplus/spanish/ency/article/000813.htm,Rinitis alÃ©rgica: MedlinePlus enciclopedia mÃ©dica,10
nlm.nih.gov/medlineplus/spanish/ency/article/000826.htm,Molusco contagioso: MedlinePlus enciclopedia mÃ©dica,10
nlm.nih.gov/medlineplus/spanish/ency/article/000886.htm,Verrugas genitales: MedlinePlus enciclopedia mÃ©dica,10
nlm.nih.gov/medlineplus/spanish/ency/article/000915.htm,Endometriosis: MedlinePlus enciclopedia mÃ©dica,10
nlm.nih.gov/medlineplus/spanish/ency/article/001043.htm,Amigdalitis: MedlinePlus enciclopedia mÃ©dica,10
nlm.nih.gov/medlineplus/spanish/ency/article/001335.htm,Peritonitis: MedlinePlus enciclopedia mÃ©dica,10
nlm.nih.gov/medlineplus/spanish/ency/article/001571.htm,Hidrocefalia: MedlinePlus enciclopedia mÃ©dica,10
nlm.nih.gov/medlineplus/spanish/ency/article/002404.htm,Vitamina C: MedlinePlus enciclopedia mÃ©dica,10
nlm.nih.gov/medlineplus/spanish/ency/article/003028.htm,ParÃ¡lisis facial: MedlinePlus enciclopedia mÃ©dica,10
nlm.nih.gov/medlineplus/spanish/ency/article/003160.htm,Dolor en el testÃ_culo: MedlinePlus enciclopedia mÃ©dica,10
nlm.nih.gov/medlineplus/spanish/ency/article/003182.htm,Dolor de pierna: MedlinePlus enciclopedia mÃ©dica,10
nlm.nih.gov/medlineplus/spanish/ency/article/003272.htm,Microcefalia: MedlinePlus enciclopedia mÃ©dica,10
nlm.nih.gov/medlineplus/spanish/ency/article/003399.htm,Pulso : MedlinePlus enciclopedia mÃ©dica,10
nlm.nih.gov/medlineplus/spanish/ency/patientinstructions/000193.htm,Alimentos ricos en fibra: MedlinePlus enciclopedia mÃ©dica,10
nlquery.epa.gov/epasearch/epasearch?fld=&areaname=&areacontacts=&areasearchurl=&typeofsearch=epa&result_template=2col.ftl&force=no&filter=sample4filt.hts,Search results | Search | US EPA,10
nps.gov/customcf/webcam/rd/dsp_webcam_image.cfm?webcam=56868082f6d1c0684bc473899d0af3784984e6619eaccfaf9abc5f9db5068a06c6f6dd9b94d5910fcb&thumbnail=56868082f6d1c0684bc473899d0af3784984e6619eaccfaf9abc5f9db5068a06c6f6dd9b94d5910fcb&refreshrate=30&title=6a859bd2819b8b765fda3382&width=1024&height=576&parkid=glac&alttext=779f9595a9de80791ce034898209bc7706bfa66395bacda799ef1b94f913814c92cfc995d9b69e1bc5901e0b83dea19a8b56bc4a&description=6a859bd2819b8b765fda3382cd0ebc6c069da7759eeecdee9aae1b94f90f9c4b92f4d8da98988f16da9a031ccade879a954eb0504210cd949f5fef8bb171b3dc8a088483dcaf8f95b588d1bd8ad9868b45878faa90d2a697d3b2a1bf6d8eadd25015bf6af69e958696b6595880fe82f18bfcce8059d38782b2a62cb209a81bba9b95835a4358c8eb9b21b6c90154010a578f39bbb384a59cacfdbebab18aec938b134bf579c7a34ba2ddb07cad42fa4499aefe8c8f5e598e934fbc8eaa0e95543e13b92592d37857a0894c93749757b7d3afb8f44eb41b96905192f8fcc757efc76cb8f592bec744ac5680399a928e98138e0e9d878888dea751b9fc91a88a4b3f5f87b135bc8e4a9ebf9d9af4e54f85920a889d8cef1289c7c2d6fadee79da5b4ee848f59915ac682faba9207d49e8e52aac7481d0f10f39c3f91a67f8910d087a0578ba4d1d06e461bc6ac905f975edbfc9acf8b84559c990b5686405fee569f959285fe89bfca9513859c41a15e9cf9b1815e829b2e394caa1759c8,Two Medicine Webcam (U.S. National Park Service),10
nps.gov/grca/planyourvisit/cg-sr.htm,Campgrounds - South Rim - Grand Canyon National Park (U.S. National Park Service),10
nps.gov/grca/planyourvisit/directions.htm,Directions - Grand Canyon National Park (U.S. National Park Service),10
nps.gov/yose/index.htm,Yosemite National Park (U.S. National Park Service),10
nps.gov/yose/learn/photosmultimedia/webcams.htm,Webcams - Yosemite National Park (U.S. National Park Service),10
nps.gov/zion/index.htm,Zion National Park (U.S. National Park Service),10
opm.gov/policy-data-oversight/hiring-authorities/students-recent-graduates/,Students & Recent Graduates,10
osha.gov/dte/outreach/construction/focus_four/index.html,OSHA Outreach Training Program - Construction Industry,10
osha.gov/pls/imis/accidentsearch.html,Fatality and Catastrophe Investigation Summaries,10
osha.gov/pls/imis/sic_manual.html,SIC Division Structure,10
petitions.whitehouse.gov/petition/apple-privacy-petition,"Halt efforts that compel Apple and other device makers to create a ""backdoor"" for the Government to access citizens data | We the People: Your Voice in Our Government",10
quickfacts.census.gov/qfd/states/06000.html,California QuickFacts from the US Census Bureau,10
sam.gov/https://www.sam.gov/portal/sam/?portal:componentid=ae54ab87-50af-46da-869b-5e0894801bba&interactionstate=jbpns_ro0abxcwabbfannmqnjpzgdlvmlld0lkaaaaaqapl2pzzi9mb290zxiuannwaadfx0vprl9f&portal:type=action,System for Award Management,10
sam.gov/https://www.sam.gov/portal/sam/?portal:componentid=e76c26b5-7d95-49c5-822a-d1909ed297e1&interactionstate=jbpns_ro0abxcwabbfannmqnjpzgdlvmlld0lkaaaaaqapl2pzzi9mb290zxiuannwaadfx0vprl9f&portal:type=action,System for Award Management,10
sam.gov/portal/sam/?portal:componentid=06f420ca-06cd-41db-b94f-90fabad2270d&interactionstate=jbpns_ro0abxcwabbfannmqnjpzgdlvmlld0lkaaaaaqapl2pzzi9mb290zxiuannwaadfx0vprl9f&portal:type=action,System for Award Management,10
saturn.jpl.nasa.gov/photos/imagedetails/index.cfm?imageid=5301,Cassini Solstice Mission: Dione Divided,10
science.nasa.gov/astrophysics/focus-areas/what-is-dark-energy/,"Dark Energy, Dark Matter - NASA Science",10
solarsystem.nasa.gov/planets/saturn,Saturn - Overview | Planets - NASA Solar System Exploration,10
ssa.gov/forms/ssa-4.html,Social Security Forms - Information You Need To Apply for Child's Benefits - Form SSA-4,10
ssa.gov/planners/retire/whileworking.html,Retirement Planner: Getting Benefits While Working,10
ssa.gov/pubs/,Publications,10
ssa.gov/work/,The Work Site,10
stopbullying.gov/what-is-bullying/,What is Bullying | StopBullying.gov,10
studentaid.ed.gov/sa/fafsa/next-steps/how-calculated,How Aid is Calculated | Federal Student Aid,10
studentaid.ed.gov/sa/my-student-aid/loan-detail?id=l1,Loan Detail | Federal Student Aid,10
studentaid.ed.gov/sa/types,Types of Aid | Federal Student Aid,10
teas.uspto.gov/forms/teas.service?page=7,"Trademark/Service Mark Application, Principal Register",10
travel.state.gov/content/passports/en/alertswarnings/turkey-travel-warning.html,Turkey Travel Warning,10
travel.state.gov/content/visas/en/immigrate/diversity-visa/instructions.html,Diversity Visa Lottery Instructions,10
travel.state.gov/content/visas/en/study-exchange/student.html,Student Visa,10
treasury.gov/tigta/,U.S. Treasury Inspector General for Tax Administration (TIGTA),10
treasurydirect.gov/indiv/tools/tools_savingsbondcalc_instructions.htm,Individual - Savings Bond Calculator - Detailed Instructions,10
usajobs.gov/search/getresults?recentgrad=yes,USAJOBS - The Federal Governmentâ€™s Official Jobs Site,10
uscis.gov/tools,Tools | USCIS,10
vaccines.gov/who_and_when/infants_to_teens/,"Infants, Children, & Teens (birth - age 18) | Vaccines.gov",10
vehiclehistory.gov/nmvtis_vehiclehistory.html,National Motor Vehicle Title Information System: Research Vehicle History,10
weather.gov/bgm/,"Binghamton, NY",10
weather.gov/gjt/,"Grand Junction, CO",10
weather.gov/grr/,"Grand Rapids, MI",10
weather.gov/gsp/,"Greer, SC",10
weather.gov/ict/,"Wichita, Kansas",10
webapps.dol.gov/wow/,WOW Search by Company - Wage and Hour Division (WHD) - U.S. Department of Labor,10
whistleblowers.gov/,Whistleblower Protection Program,10
whitehouse.gov/1600/executive-branch,The Executive Branch | whitehouse.gov,10
whitehouse.gov/omb/budget,The President's Budget for Fiscal Year 2017 | The White House,10
wrh.noaa.gov/pdt/,National Weather Service - NWS Pendleton,10
wrh.noaa.gov/satellite/?wfo=sgx,National Weather Service - NWS San Diego,10
wrh.noaa.gov/total_forecast/getprod.php?prod=xxxafdmtr&wfo=mtr,National Weather Service - NWS San Francisco/Monterey Bay Area,10
wrh.noaa.gov/vef/,National Weather Service - NWS Las Vegas,10
www2.ed.gov/about/contacts/gen/index.html?src=ft,Contact Us & General Inquiries | U.S. Department of Education,10
